uid,Type,Producers,Studios,Source,Themes,Demographic,Duration,Favorites,Streaming Platforms
28891,TV,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Production I.G'],Manga,"['School', 'Team Sports']",Shounen,24 min. per ep.,"15,764",['Crunchyroll']
23273,TV,"['Aniplex', 'Dentsu', 'Kodansha', 'Fuji TV', 'Lawson HMV Entertainment', 'Kyoraku Industrial Holdings', 'Kansai Telecasting']",['A-1 Pictures'],Manga,"['Love Polygon', 'Music', 'School']",Shounen,22 min. per ep.,"86,357","['Crunchyroll', 'Netflix']"
34599,TV,"['AT-X', 'Takeshobo', 'Sony Music Communications', 'Kadokawa Media House', 'Cygames', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions', 'IRMA LA DOUCE']",['Kinema Citrus'],Web manga,[],,25 min. per ep.,"44,597","['Crunchyroll', 'HIDIVE', 'Netflix']"
5114,TV,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Studio Moriken']",['Bones'],Manga,[],Shounen,24 min. per ep.,"227,331",['Crunchyroll']
31758,Movie,"['Aniplex', 'Kodansha']",['Shaft'],Light novel,[],,1 hr. 23 min.,"7,588",[]
37510,TV,"['Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan']",['Bones'],Web manga,[],,24 min. per ep.,"32,600",['Crunchyroll']
199,Movie,"['Dentsu', 'TOHO', 'Tokuma Shoten', 'Tohokushinsha Film Corporation', 'Nippon Television Network', 'Mitsubishi']",['Studio Ghibli'],Original,[],,2 hr. 4 min.,"33,111",['Netflix']
38000,TV,"['Aniplex', 'Shueisha']",['ufotable'],Manga,[],Shounen,23 min. per ep.,"91,312","['Crunchyroll', 'Netflix']"
35247,TV Special,"['Aniplex', 'Kodansha']",['Shaft'],Light novel,[],,22 min. per ep.,"8,704",[]
2904,TV,"['Bandai Visual', 'Mainichi Broadcasting System', 'Bandai', 'Bandai Namco Entertainment', 'Hakuhodo DY Media Partners']",['Sunrise'],Original,"['Mecha', 'Military', 'Super Power']",,24 min. per ep.,"77,088","['Crunchyroll', 'Netflix']"
32935,TV,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Production I.G'],Manga,"['School', 'Team Sports']",Shounen,24 min. per ep.,"15,586","['Crunchyroll', 'HIDIVE']"
34096,TV,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['Bandai Namco Pictures'],Manga,"['Gag Humor', 'Historical', 'Parody', 'Samurai']",Shounen,24 min. per ep.,"2,744",['Crunchyroll']
15335,Movie,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Bandai', 'Warner Bros. Japan', 'Shueisha']",['Sunrise'],Manga,"['Gag Humor', 'Historical', 'Parody', 'Samurai', 'Time Travel']",Shounen,1 hr. 50 min.,"2,123",[]
918,TV,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Audio Highs', 'Miracle Robo', 'Shueisha']",['Sunrise'],Manga,"['Gag Humor', 'Historical', 'Parody', 'Samurai']",Shounen,24 min. per ep.,"59,538","['Crunchyroll', 'Netflix']"
4181,TV,"['Pony Canyon', 'TBS', 'Rakuonsha', 'Animation Do']",['Kyoto Animation'],Visual novel,[],,24 min. per ep.,"70,481",['Shahid']
15417,TV,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha', 'Miracle Bus']",['Sunrise'],Manga,"['Gag Humor', 'Historical', 'Parody', 'Samurai']",Shounen,24 min. per ep.,"3,067",['Crunchyroll']
30276,TV,"['TV Tokyo', 'Bandai Visual', 'Lantis', 'Asatsu DK', 'Banpresto', 'Good Smile Company', 'Shueisha', 'JR East Marketing & Communications']",['Madhouse'],Web manga,"['Adult Cast', 'Parody', 'Super Power']",Seinen,24 min. per ep.,"64,807","['Crunchyroll', 'Netflix']"
16664,Movie,['add some'],['Studio Ghibli'],Other,[],,2 hr. 17 min.,"2,685",['Netflix']
4672,Movie,"['Bandai Visual', 'Kodansha']",['Production I.G'],Manga,"['Adult Cast', 'Detective', 'Mecha', 'Psychological']",Seinen,1 hr. 23 min.,236,[]
8038,Special,['add some'],['J.C.Staff'],Manga,"['Adult Cast', 'Music']",Josei,25 min.,35,[]
7588,TV,"['Dentsu', 'Media Factory', 'Movic', 'Fuji TV', 'Shogakukan']",['Manglobe'],Manga,"['Adult Cast', 'Historical', 'Samurai']",Seinen,22 min. per ep.,860,[]
1253,OVA,['add some'],['Toei Animation'],Manga,[],Shounen,25 min. per ep.,169,['Crunchyroll']
20767,OVA,"['Avex Entertainment', 'Ai Addiction']",['Bones'],Manga,"['Mythology', 'School']",Shounen,24 min. per ep.,392,[]
1425,TV,"['VAP', 'Animax', 'Studio Jack']",['Tokyo Movie Shinsha'],Manga,[],Seinen,25 min. per ep.,378,"['Crunchyroll', 'Tubi TV']"
35363,Special,['add some'],['Kyoto Animation'],Manga,[],,23 min.,266,['Crunchyroll']
22673,Special,['add some'],['Production I.G'],Manga,[],,2 min. per ep.,124,[]
6862,Special,"['Pony Canyon', 'Movic']",['Kyoto Animation'],4-koma manga,"['CGDCT', 'Music', 'School']",,23 min.,279,['HIDIVE']
5680,TV,"['Pony Canyon', 'TBS', 'Movic', 'Rakuonsha', 'Animation Do']",['Kyoto Animation'],4-koma manga,"['CGDCT', 'Music', 'School']",,24 min. per ep.,"24,254","['Crunchyroll', 'HIDIVE']"
451,Movie,"['Kyoto Animation', 'Shogakukan-Shueisha Productions', 'Yomiuri Telecasting', 'Nippon Television Network']",['Sunrise'],Manga,"['Historical', 'Mythology', 'Time Travel']",Shounen,1 hr. 38 min.,214,"['Crunchyroll', 'Netflix']"
9563,Special,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft'],4-koma manga,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",,24 min. per ep.,10,[]
30364,Movie,['add some'],['Production I.G'],Manga,"['School', 'Team Sports']",Shounen,1 hr. 28 min.,97,['Netflix']
33280,Movie,['Showgate'],['production doA'],4-koma manga,"['CGDCT', 'Iyashikei', 'Workplace']",,1 hr.,133,[]
36369,Movie,['Shochiku'],['Production I.G'],Novel,"['Adult Cast', 'Military', 'Space']",,25 min. per ep.,67,['Crunchyroll']
27633,Special,['Media Factory'],['Doga Kobo'],4-koma manga,[],,3 min. per ep.,111,[]
31637,TV,"['Genco', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Bandai Namco Games']",['A-1 Pictures'],Light novel,"['Isekai', 'Military']",,23 min. per ep.,"1,896",[]
38145,TV,"['AT-X', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'Avex Pictures', 'Q-Tec', 'BS11', 'ABC Animation', 'GYAO!', 'BookLive']",['Zero-G'],Web manga,"['Adult Cast', 'Pets']",,23 min. per ep.,"1,274",['Crunchyroll']
552,TV,"['Yomiko Advertising', 'Fuji TV']",['Toei Animation'],Other,[],Kids,24 min. per ep.,"5,417",['Crunchyroll']
1689,Movie,['add some'],['CoMix Wave Films'],Original,[],,22 min. per ep.,"11,051","['Crunchyroll', 'Netflix']"
8609,OVA,['add some'],['TMS Entertainment'],Manga,[],Shounen,24 min.,22,[]
34944,Movie,['add some'],['Bones'],Manga,"['Adult Cast', 'Detective', 'Organized Crime', 'Super Power']",Seinen,1 hr. 30 min.,"1,855",['Crunchyroll']
36214,OVA,['Sotsu'],['Zexcs'],Manga,[],Shoujo,58 min.,"1,216",[]
32863,ONA,['add some'],['Lerche'],Manga,[],Shounen,5 min. per ep.,174,[]
36160,ONA,['Tencent Animation & Comics'],['Haoliners Animation League'],Web manga,[],,16 min. per ep.,21,[]
33064,OVA,"['Production I.G', 'Bandai Visual', 'OLM', 'Lantis', 'Shochiku', 'Asatsu DK', 'Bandai', 'Banpresto', 'Bandai Namco Entertainment', 'Voyager Entertainment']",['Xebec'],Original,"['Adult Cast', 'Military', 'Space']",,25 min. per ep.,82,"['Crunchyroll', 'Netflix']"
2265,,[],[],,[],,,,[]
11001,Movie,"['Kadokawa Shoten', 'Dwango', 'Sony PCL', 'Jinnan Studio', 'Cinema Sunshine']",['Production I.G'],Novel,"['Adult Cast', 'Military']",,1 hr. 44 min.,43,[]
39940,TV,"['Warner Bros. Japan', 'KlockWorx', 'Shueisha', 'Bandai Namco Arts']",['J.C.Staff'],Manga,[],Shounen,24 min. per ep.,"1,374","['Crunchyroll', 'Netflix', 'Animax Mongolia']"
322,TV,"['Aniplex', 'Dentsu', 'Fuji TV', 'Shodensha']",['Madhouse'],Manga,"['School', 'Visual Arts']",Josei,24 min. per ep.,"4,640",[]
38958,TV Special,['add some'],['A-1 Pictures'],Game,[],,14 min.,41,[]
4472,OVA,"['Kadokawa Shoten', 'Movic', 'KlockWorx']",['Kyoto Animation'],4-koma manga,"['School', 'Video Game']",,42 min.,213,[]
97,TV,"['GDH', 'Victor Entertainment', 'TV Tokyo Music']",['Gonzo'],Original,[],,24 min. per ep.,"1,867",['Crunchyroll']
468,Movie,"['Bandai Visual', 'Dentsu', 'Kodansha', 'd-rights', 'Tokuma Shoten', 'Nippon Television Network']",['Production I.G'],Manga,"['Adult Cast', 'Detective', 'Mecha', 'Military', 'Psychological']",Seinen,1 hr. 39 min.,"1,061",[]
7645,TV,['add some'],['Toei Animation'],Original,[],,24 min. per ep.,644,[]
3604,TV,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft'],4-koma manga,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",,24 min. per ep.,171,['HIDIVE']
1491,TV,['Fuji TV'],['Toei Animation'],Manga,[],,24 min. per ep.,470,['Crunchyroll']
19319,TV,"['TV Tokyo', 'Sotsu']",['Sunrise'],Original,[],,24 min. per ep.,664,['Crunchyroll']
1571,TV,"['TV Tokyo', 'Avex Entertainment', 'Marvelous Entertainment', 'Delfi Sound']",['J.C.Staff'],Manga,[],Shoujo,24 min. per ep.,"3,052",['Crunchyroll']
35222,TV,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Hakusensha', 'Banpresto', 'Marui Group']","[""Brain's Base""]",Manga,"['Childcare', 'Iyashikei', 'School']",Shoujo,23 min. per ep.,"3,232",['Crunchyroll']
38770,Movie,"['Shogakukan-Shueisha Productions', 'Yomiuri Telecasting', 'Nippon Television Network']",['TMS Entertainment'],Manga,[],Shounen,1 hr. 49 min.,72,[]
269,TV,"['TV Tokyo', 'Aniplex', 'Dentsu', 'TV Tokyo Music', 'Shueisha']",['Pierrot'],Manga,[],Shounen,24 min. per ep.,"74,558","['Crunchyroll', 'Netflix', 'Animax Mongolia', 'Shahid']"
30123,TV,"['Hakusensha', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'BS Fuji', 'Docomo Anime Store', 'Hakuhodo DY Media Partners']",['Bones'],Manga,[],Shoujo,24 min. per ep.,"7,827",['Crunchyroll']
32998,TV,"['Shochiku', 'Mainichi Broadcasting System', 'Shochiku Music Publishing']",['Shuka'],Original,"['Historical', 'Organized Crime']",,24 min. per ep.,"8,151",['Crunchyroll']
202,TV,"['Bandai Visual', 'Asatsu DK', 'Fuji TV']",['Bones'],Original,[],,23 min. per ep.,"5,771",['Crunchyroll']
5005,TV,['flying DOG'],['AIC ASTA'],Manga,"['Gag Humor', 'Parody', 'Super Power']",Seinen,13 min. per ep.,202,[]
18397,OVA,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprises']",['Wit Studio'],Manga,"['Gore', 'Survival']",Shounen,23 min. per ep.,957,"['Crunchyroll', 'Netflix']"
3750,TV,['add some'],['Studio Deen'],Light novel,[],Shoujo,24 min. per ep.,99,['HIDIVE']
33263,OVA,"['Aniplex', 'Kodansha']",['Shaft'],Light novel,[],,29 min. per ep.,871,[]
32380,OVA,"['Half H.P Studio', 'Nippon Columbia']",['Studio Deen'],Light novel,"['Isekai', 'Parody']",,23 min.,681,['Crunchyroll']
35860,TV,"['TMS Entertainment', 'Asatsu DK', 'Asmik Ace', 'TOHO animation', 'JR East Marketing & Communications']",['Shin-Ei Animation'],Manga,"['Romantic Subtext', 'School']",Shounen,23 min. per ep.,"5,266","['Crunchyroll', 'Netflix']"
3092,TV,"['Frontier Works', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx', 'Memory-Tech', 'Romantica club !!']",['Studio Deen'],Manga,[],,24 min. per ep.,"4,410",['Crunchyroll']
38084,TV,"['Aniplex', 'Notes', 'Delightworks']",['CloverWorks'],Game,[],,23 min. per ep.,"2,577","['Crunchyroll', 'Netflix']"
37033,ONA,"['Aniplex', 'Kadokawa']",['ufotable'],Web manga,[],,13 min. per ep.,749,['Crunchyroll']
28999,TV,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Visual Arts', 'ASCII Media Works', 'Tokyo MX', 'BS11']",['P.A. Works'],Original,"['School', 'Super Power']",,24 min. per ep.,"23,377","['Crunchyroll', 'Netflix']"
388,TV,"['TV Tokyo', 'Sotsu', 'Marvelous Entertainment', 'Delfi Sound']",['Studio Comet'],Manga,[],Shounen,23 min. per ep.,304,[]
9724,Movie,['KlockWorx'],"['Production I.G', 'Xebec']",Manga,"['Adult Cast', 'Mecha', 'Military']",Shounen,47 min.,28,[]
37985,ONA,"['Sanrio', 'Netflix']",['Fanworks'],Other,"['Anthropomorphic', 'Workplace']",,16 min. per ep.,252,['Netflix']
38435,ONA,['bilibili'],['Ruo Hong Culture'],Novel,"['Martial Arts', 'Mythology']",,7 min. per ep.,26,[]
20057,TV,"['Bandai Visual', 'flying DOG', 'Bandai Namco Entertainment']",['Bones'],Original,"['Adult Cast', 'Space']",,24 min. per ep.,"5,539",['Netflix']
1172,TV,['SoftX'],['E&G Films'],Light novel,[],,23 min. per ep.,234,[]
397,TV,"['Bandai Visual', 'WOWOW']",['Sunrise'],Light novel,"['Military', 'Space']",,25 min. per ep.,124,['Crunchyroll']
2273,Movie,"['Bandai Visual', 'Sotsu']",['Sunrise'],Original,"['Mecha', 'Military', 'Space']",,1 hr. 34 min.,194,['Crunchyroll']
4080,TV,['add some'],['Studio Deen'],Light novel,[],Shoujo,24 min. per ep.,117,['Crunchyroll']
11887,TV,"['Starchild Records', 'Enterbrain']",['SILVER LINK.'],Light novel,"['Love Polygon', 'School']",,24 min. per ep.,"7,900","['Crunchyroll', 'HIDIVE']"
254,OVA,['Bandai Visual'],['Shin-Ei Animation'],Manga,[],Shounen,26 min. per ep.,22,[]
11135,OVA,['Lantis'],['Studio Deen'],Manga,[],,25 min. per ep.,474,[]
13119,Movie,['add some'],['Studio Deen'],Visual novel,"['Historical', 'Samurai']",Josei,1 hr. 27 min.,70,['HIDIVE']
29755,Movie,['TOHO animation'],['Production I.G'],Manga,"['School', 'Team Sports']",Shounen,1 hr. 29 min.,122,['Netflix']
267,TV,['Tohokushinsha Film Corporation'],['Madhouse'],Game,"['Adult Cast', 'Gore', 'Organized Crime', 'Super Power']",,25 min. per ep.,"2,425",[]
4872,OVA,['add some'],['Shaft'],Manga,"['Gag Humor', 'Parody', 'School']",Shounen,25 min. per ep.,85,[]
3665,OVA,"['Tokuma Shoten', 'Tokuma Japan', 'Wright Staff']",['K-Factory'],Novel,"['Adult Cast', 'Military', 'Space']",,26 min. per ep.,26,['HIDIVE']
37150,ONA,['Tencent Penguin Pictures'],['Sparkly Key Animation Studio'],Novel,"['Historical', 'Martial Arts', 'Reincarnation']",,20 min. per ep.,563,[]
6768,OVA,['add some'],['Sunrise'],Original,"['Mecha', 'Military', 'Super Power']",,1 hr. 56 min.,85,[]
12403,TV,"['Sotsu', 'Pony Canyon', 'DAX Production']",['Doga Kobo'],Manga,"['CGDCT', 'Gag Humor', 'School']",,23 min. per ep.,967,['Crunchyroll']
39597,TV,"['Aniplex', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa', 'Sonilude']",['A-1 Pictures'],Light novel,[],,23 min. per ep.,"3,670",['Crunchyroll']
15771,Movie,"['Aniplex', 'Kodansha', 'TOHO', 'Three S Studio']",['A-1 Pictures'],Manga,[],Seinen,1 hr. 29 min.,466,[]
82,OVA,['Bandai Visual'],['Sunrise'],Original,"['Mecha', 'Military', 'Space']",,27 min. per ep.,"1,055",[]
34745,TV,"['TV Tokyo', 'Square Enix', 'Lantis', 'Kadokawa Shoten', 'AT-X', 'Magic Capsule', 'Sony Music Communications']",['Production I.G'],Manga,[],Shounen,24 min. per ep.,239,['Crunchyroll']
3782,Movie,['Notes'],['ufotable'],Light novel,[],,1 hr.,471,[]
253,TV,"['Bandai Visual', 'Sotsu']",['Shin-Ei Animation'],Manga,"['Gag Humor', 'School']",Shounen,23 min. per ep.,421,[]
12413,TV,"['Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions']",['White Fox'],Manga,"['Adult Cast', 'Military', 'Organized Crime']",Seinen,24 min. per ep.,"3,117",['Crunchyroll']
5630,TV,"['Dentsu', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment']",['Production I.G'],Original,"['Adult Cast', 'Psychological']",,23 min. per ep.,"4,223",['Crunchyroll']
38816,Movie,"['Yomiuri Telecasting', 'TV Osaka', 'Mainichi Broadcasting System', 'Movic', 'TOHO', 'Memory-Tech', 'Tokyo MX', 'Shueisha', 'Kansai Telecasting', 'CyberAgent', 'JR East Marketing & Communications', 'LINE Corporation', 'Marui Group', 'Lawson Entertainment', 'Hikari TV']",['Graphinica'],Original,[],,1 hr. 37 min.,"1,471",['Netflix']
29787,TV,"['Frontier Works', 'AT-X', 'Magic Capsule', 'Bushiroad', 'Showgate', 'Houbunsha', 'NBCUniversal Entertainment Japan', 'i0+', 'Hakuhodo DY Music & Pictures', 'RAY']","['Kinema Citrus', 'White Fox']",4-koma manga,"['CGDCT', 'Iyashikei', 'Workplace']",,23 min. per ep.,865,['HIDIVE']
2321,OVA,['Bandai Visual'],['Phoenix Entertainment'],Manga,"['Mecha', 'Super Power']",Shounen,49 min. per ep.,436,[]
37822,ONA,"['Tencent Penguin Pictures', 'Xuanshi Tangmen']",['Sparkly Key Animation Studio'],Novel,"['Historical', 'Martial Arts']",,20 min. per ep.,446,[]
4447,Movie,"['Shogakukan-Shueisha Productions', 'Tokyo Movie Shinsha', 'Big Bang']",['TMS Entertainment'],Manga,[],Shounen,1 hr. 56 min.,24,['Crunchyroll']
1505,Movie,['add some'],['TMS Entertainment'],Manga,[],Shounen,1 hr. 50 min.,21,['Crunchyroll']
1472,TV,['add some'],['Sunrise'],Manga,[],Shounen,24 min. per ep.,50,['Crunchyroll']
9465,Movie,['KlockWorx'],"['Production I.G', 'Xebec']",Manga,"['Adult Cast', 'Mecha', 'Military']",Shounen,49 min.,29,[]
35507,TV,"['Studio Hibari', 'Lantis', 'AT-X', 'Sony Music Communications', 'Toranoana', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'AKABEiSOFT2']",['Lerche'],Light novel,"['Psychological', 'School']",,24 min. per ep.,"18,974","['Crunchyroll', 'Netflix']"
38349,OVA,"['Aniplex', 'Half H.P Studio', 'Fujipacific Music']","['A-1 Pictures', 'Lapin Track']",Web manga,"['Adult Cast', 'Otaku Culture', 'Workplace']",,23 min. per ep.,486,[]
17949,Music,"['Sony Music Entertainment', 'Carp Studio']",['add some'],Original,[],,1 min.,87,[]
12445,TV,"['Square Enix', 'Media Factory']",['SILVER LINK.'],Manga,[],Shounen,23 min. per ep.,"4,622","['Crunchyroll', 'HIDIVE']"
1254,TV,['add some'],['Toei Animation'],Manga,[],Shounen,24 min. per ep.,"4,083",['Crunchyroll']
35073,TV,"['AT-X', 'Enterbrain', 'Grooove', 'Hakuhodo DY Music & Pictures', 'NTT Plala', 'Kadokawa']",['Madhouse'],Light novel,[],,23 min. per ep.,"4,534","['Crunchyroll', 'Animax Mongolia']"
597,Movie,['add some'],['Studio Ghibli'],Other,[],,1 hr. 15 min.,"1,565",['Netflix']
569,TV,"['VAP', 'Big West', 'King Records', 'Media Rings', 'TV Setouchi']",['Tatsunoko Production'],Light novel,"['Adult Cast', 'Military', 'Parody', 'Space']",,23 min. per ep.,570,['Crunchyroll']
19111,TV,"['Bandai Visual', 'Lantis', 'Bushiroad']",['Sunrise'],Other,"['Idols (Female)', 'Music', 'School']",,23 min. per ep.,"2,730",['Crunchyroll']
14349,Movie,"['Half H.P Studio', 'Ultra Super Pictures']",['Trigger'],Original,[],,26 min.,"1,354",['Netflix']
4898,TV,"['Aniplex', 'Square Enix', 'Yomiko Advertising', 'Mainichi Broadcasting System', 'Movic', 'Trinity Sound', 'Hakuhodo DY Media Partners']",['A-1 Pictures'],Manga,"['Historical', 'Mythology']",Shounen,24 min. per ep.,"22,820","['Crunchyroll', 'Netflix']"
249,TV,"['Shogakukan-Shueisha Productions', 'Yomiuri Telecasting']",['Sunrise'],Manga,"['Historical', 'Love Polygon', 'Mythology', 'Time Travel']",Shounen,24 min. per ep.,"18,855","['Crunchyroll', 'Netflix']"
12893,Special,['add some'],['Sunrise'],Web manga,"['Gag Humor', 'School']",,3 min. per ep.,191,[]
8142,Movie,"['Aniplex', 'Sony Music Entertainment', 'Imagine']","['Sunrise', 'Ascension']",Novel,[],,2 hr. 7 min.,"1,252",[]
532,TV,"['TV Asahi', 'Toei Advertising']",['Toei Animation'],Manga,[],Shoujo,24 min. per ep.,"1,453",[]
21185,TV,['NHK'],['Pierrot'],Manga,[],Shounen,24 min. per ep.,846,['Crunchyroll']
890,TV,"['Victor Entertainment', 'Nagoya Broadcasting Network', 'Tokyu Agency']",['Sunrise'],Original,"['Mecha', 'Super Power']",,25 min. per ep.,355,['Crunchyroll']
543,Movie,"['Movic', 'Filmlink International', 'animate']",['Madhouse'],Light novel,[],,1 hr. 42 min.,"2,597",['HIDIVE']
949,OVA,"['Studio Fantasia', 'Tohokushinsha Film Corporation']",['Gainax'],Original,"['Mecha', 'Military', 'Space']",,30 min. per ep.,"2,792",[]
34504,Movie,"['KlockWorx', 'Glovision', 'King Records']",['GoHands'],4-koma manga,"['Gag Humor', 'School']",Shounen,1 hr.,77,[]
1729,OVA,['add some'],['Studio Deen'],Light novel,[],Shoujo,51 min. per ep.,101,['HIDIVE']
8310,TV Special,['add some'],['TMS Entertainment'],Manga,[],Shounen,24 min. per ep.,354,['Crunchyroll']
35075,TV,"['Kodansha', 'King Records']",['Studio Deen'],Manga,[],Seinen,23 min. per ep.,113,['HIDIVE']
35678,Movie,"['Lantis', 'Shochiku', 'Heart Company']",['Kyoto Animation'],Novel,"['Music', 'Performing Arts', 'School']",,1 hr. 41 min.,180,[]
15809,TV,"['Sotsu', 'Lantis', 'Pony Canyon', 'Magic Capsule', 'KlockWorx', 'ASCII Media Works', 'Showgate', 'Infinite']",['White Fox'],Light novel,"['Mythology', 'Workplace']",,24 min. per ep.,"10,725","['Crunchyroll', 'Netflix']"
35111,Movie,['add some'],['Production I.G'],Manga,"['School', 'Team Sports']",Shounen,1 hr. 28 min.,82,['Netflix']
7304,TV Special,['add some'],['TMS Entertainment'],Manga,[],,25 min.,8,[]
1366,Movie,['add some'],['TMS Entertainment'],Manga,[],Shounen,1 hr. 48 min.,36,['Crunchyroll']
23225,OVA,"['Sotsu', 'Pony Canyon']",['TYO Animations'],Manga,"['CGDCT', 'Gag Humor']",,1 hr. 3 min.,149,[]
17909,TV,"['Bandai Visual', 'Yomiuri Telecasting', 'Lantis', 'Kids Station', 'Magic Capsule', 'Good Smile Company']",['P.A. Works'],Novel,"['Anthropomorphic', 'Mythology']",,24 min. per ep.,"1,505",['Crunchyroll']
10521,TV,"['Aniplex', 'Yomiuri Telecasting', 'Rakuonsha']",['A-1 Pictures'],4-koma manga,"['Romantic Subtext', 'Workplace']",Seinen,24 min. per ep.,463,['Crunchyroll']
22319,TV,"['Marvelous AQL', 'TC Entertainment', 'Shueisha']",['Pierrot'],Manga,"['Gore', 'Psychological']",Seinen,24 min. per ep.,"50,682","['Crunchyroll', 'Netflix', 'Shahid']"
400,TV,"['Sotsu', 'Victor Entertainment']",['Sunrise'],Manga,[],Seinen,25 min. per ep.,"2,182",['Crunchyroll']
9088,OVA,"['TV Tokyo', 'Dentsu', 'Frontier Works', 'Hakuhodo DY Media Partners']",['Anpro'],Manga,[],Shounen,29 min. per ep.,74,['Animekey']
33190,Movie,['Visual Arts'],['David Production'],Visual novel,[],,1 hr. 56 min.,217,['Crunchyroll']
20,TV,"['TV Tokyo', 'Aniplex', 'Shueisha']",['Pierrot'],Manga,[],Shounen,23 min. per ep.,"80,543","['Crunchyroll', 'Netflix']"
33221,Movie,['add some'],['Sunrise'],Manga,"['Mecha', 'Military', 'Space']",,1 hr. 9 min.,190,[]
22097,OVA,"['Aniplex', 'Shogakukan']",['Lay-duce'],Manga,[],Shounen,24 min. per ep.,258,[]
3014,Movie,"['Artland', 'Madhouse', 'Kitty Films', 'Tokuma Shoten', 'Tokuma Japan Communications']",['Kitty Film Mitaka Studio'],Novel,"['Adult Cast', 'Military', 'Space']",,59 min.,62,['HIDIVE']
2890,Movie,"['Dentsu', 'd-rights', 'TOHO']",['Studio Ghibli'],Original,[],,1 hr. 40 min.,"4,347",['Netflix']
6702,TV,"['TV Tokyo', 'Dentsu', 'Pony Canyon', 'Kodansha', 'DAX Production']","['Satelight', 'A-1 Pictures']",Manga,[],Shounen,24 min. per ep.,"46,882","['Crunchyroll', 'Netflix']"
2035,TV,['add some'],['Ajia-do'],Manga,"['Adult Cast', 'Historical']",Seinen,25 min. per ep.,113,['Crunchyroll']
6351,Special,['Animation Do'],['Kyoto Animation'],Visual novel,[],,23 min.,582,[]
6377,TV,['add some'],['Shaft'],Manga,"['Gag Humor', 'Parody', 'School']",Shounen,23 min. per ep.,244,[]
1485,TV,"['TV Tokyo', 'Yomiko Advertising', 'Youmex']",['Pierrot'],Manga,[],Shoujo,25 min. per ep.,155,[]
4163,OVA,['add some'],"['Gonzo', 'AIC']",Manga,"['Parody', 'School']",Shounen,29 min. per ep.,29,[]
2143,OVA,['Dentsu'],"['Pierrot', 'Arms']",Manga,[],Shoujo,33 min. per ep.,46,[]
6007,OVA,['add some'],"[""Brain's Base"", 'Marvy Jack']",Light novel,[],,23 min.,306,[]
25517,TV,"['Aniplex', 'Yomiuri Telecasting', 'DAX Production']",['A-1 Pictures'],Manga,[],Shounen,24 min. per ep.,"1,106",['Crunchyroll']
27947,TV,"['TMS Entertainment', 'TMS Music']",['Telecom Animation Film'],Manga,[],Seinen,25 min. per ep.,451,['Netflix']
1695,TV,['add some'],['Nippon Animation'],Novel,[],,24 min. per ep.,284,[]
187,Movie,['OB Planning'],['Studio Deen'],Manga,[],Seinen,1 hr. 44 min.,678,['Shahid']
14175,Movie,"['Sotsu', 'Lantis', 'Infinite']",['P.A. Works'],Original,[],,1 hr. 6 min.,97,['Crunchyroll']
24471,OVA,['Starchild Records'],"['Studio Deen', 'Wit Studio']",Manga,[],Seinen,26 min. per ep.,16,[]
35110,Movie,['add some'],['Production I.G'],Manga,"['School', 'Team Sports']",Shounen,1 hr. 29 min.,101,['Netflix']
35120,ONA,"['Aniplex', 'Dynamic Planning', 'Netflix']",['Science SARU'],Manga,"['Gore', 'Mythology']",Shounen,24 min. per ep.,"24,398",['Netflix']
779,Movie,"['Shogakukan-Shueisha Productions', 'YTV']",['TMS Entertainment'],Manga,[],Shounen,1 hr. 34 min.,107,['Crunchyroll']
10012,OVA,"['Bandai Visual', 'Notes']",['Lerche'],Manga,[],,14 min. per ep.,"1,602",[]
2605,TV,"['Starchild Records', 'Omnibus Japan']",['Shaft'],Manga,"['Gag Humor', 'Parody', 'School']",Shounen,24 min. per ep.,"4,691",[]
